time,position,velocity,error,command
4.17,14.70343260101244,-9.91832175877985,-4.579509866914085,-4.3339733226079264
4.18,14.60373363244865,-9.969896856378892,-4.495760881297844,-5.157509759904075
4.19,14.50354945674458,-10.018417570407015,-4.374334611333799,-4.852071402812342
4.2,14.402766775206459,-10.078268153812008,-4.461233670366536,-5.985058340499355
4.21,14.301767288866753,-10.09994863397056,-3.896831693504227,-2.168048015855325
4.22,14.199687203616634,-10.208008525011966,-4.865342670388115,-10.805989104140583
4.23,14.097532507269186,-10.21546963474476,-3.9951229421574634,-0.7461109732793929
4.24,13.994901729164882,-10.263077810430422,-3.9384012009795573,-4.760817568566192
4.25,13.891945869666843,-10.295585949803787,-3.638859334903863,-3.250813937336461
4.26,13.788521729324396,-10.342414034244749,-3.6273023139151075,-4.682808444096315
4.2700000000000005,13.684713413944472,-10.380831537992325,-3.476915632262651,-3.8417503747576163
4.28,13.580954284292185,-10.375912965228672,-2.6288873078138177,0.491857276365288
4.29,13.476222850468552,-10.473143382363162,-3.6240761897105696,-9.7230417134491
4.3,13.370838080708216,-10.538476976033712,-3.9211330113902676,-6.53335936705492
4.3100000000000005,13.265020629318803,-10.581745138941356,-3.8002898017746407,-4.326816290764443
4.32,13.159158150701227,-10.586247861757547,-3.0529876276327865,-0.4502722816190854
4.33,13.052908438506753,-10.624971219447335,-3.000079717121679,-3.8723357689788314
4.34,12.946451558305315,-10.645688020143863,-2.655437935485505,-2.071680069652813
4.3500000000000005,12.84009326674396,-10.635829156135486,-1.8583323169874362,0.9858864008377441
4.36,12.73335854039282,-10.673472635114104,-1.9854524426152107,-3.764347897861863
4.37,12.62635336238289,-10.700517800992891,-1.9144282575982459,-2.7045165878787993
4.38,12.517930367569193,-10.84229948136964,-3.7668888635728504,-14.178168037674823
4.39,12.409765401466828,-10.81649661023639,-2.5171106582753477,2.5802871133249394
4.4,12.300841927201219,-10.892347426560892,-3.1693287233693894,-7.585081632450193
4.41,12.191990890845315,-10.885103635590456,-2.3275457317434984,0.7243790970436175
4.42,12.082941923082384,-10.904896776293057,-2.076329378376162,-1.9793140702601937
4.43,11.973627090425493,-10.9314832656891,-1.9798749163079847,-2.658648939604122
4.44,11.864360591037622,-10.926649938787172,-1.37560332573074,0.4833326901927295
4.45,11.754014528140047,-11.034606289757557,-2.7514130626111317,-10.795635097038454
4.46,11.644072124096713,-10.994240404333345,-1.425646295718888,4.036588542421247
4.47,11.53341664204604,-11.065548205067222,-2.1817051417532216,-7.130780073387727
4.48,11.422251801085608,-11.116484096043187,-2.4718103824195783,-5.0935890975966185
4.49,11.311318129422212,-11.093367166339561,-1.4791045542226424,2.311692970362558
4.5,11.200309380973476,-11.100874844873609,-1.1620661569935624,-0.7507678534046347
4.51,11.088952178305265,-11.135720266821146,-1.3532710043601082,-3.4845421947536694
4.5200000000000005,10.97738945075166,-11.156272755360463,-1.2741804569524202,-2.0552488539317655
4.53,10.865381266637378,-11.200818411428175,-1.6078898112840179,-4.454565606771075
4.54,10.753249615132857,-11.213165150452115,-1.349107471252287,-1.2346739023939541
4.55,10.640841327556759,-11.240828757609751,-1.3885052392476016,-2.766360715763743
4.5600000000000005,10.529024912326477,-11.181641523028102,0.02617295425204169,5.9187234581649415
4.57,10.416413434138972,-11.261147818750533,-1.1063030057319931,-7.950629572243216
4.58,10.303259754325333,-11.315367981363847,-1.6283260328945701,-5.4220162613313985
4.59,10.189942559511115,-11.331719481421848,-1.431962185910514,-1.6351500058000878
4.6000000000000005,10.07738416126396,-11.255839824715377,0.2688154967345966,7.587965670647031
4.61,9.964558018626995,-11.282614263696505,-0.024767234648692238,-2.6774438981129043
4.62,9.851536466051177,-11.30215525758183,-0.14883728632365845,-1.9540993885325812
4.63,9.739159578838894,-11.237688721228306,1.147705223724076,6.446653635352381
4.64,9.626261743583719,-11.289783525517498,0.2854207345961619,-5.209480428919179
4.65,9.513258740387295,-11.300300319642341,0.25977386741745967,-1.0516794124844056
4.66,9.400622242777336,-11.263649760995962,1.024353298739138,3.6650558646379148
4.67,9.287623287508184,-11.299895526915252,0.44648966713486793,-3.624576591928962
4.68,9.17506231898148,-11.256096852670435,1.2987941778367933,4.379867424481777
4.69,9.062237367977586,-11.282495100389445,0.8389594107894673,-2.639824771901016
4.7,8.94936965772343,-11.286771025415618,0.8243317611704626,-0.42759250261724424
4.71,8.836867743311421,-11.250191441200872,1.4928184041025805,3.6579584214745893
4.72,8.724258517956505,-11.260922535491522,1.2611691032722057,-1.0731094290649767
4.73,8.611662928384979,-11.259558957152631,1.2694943140202248,0.13635783388903255
4.74,8.499133614659911,-11.252931372506689,1.3639381050769348,0.6627584645942735
4.75,8.386545200673893,-11.258841398601678,1.2334755060243108,-0.5910026094989964
4.76,8.27401871545628,-11.252648521761225,1.326250680624394,0.6192876840452481
4.7700000000000005,8.161154744067696,-11.286397138858415,0.7377488023633543,-3.374861709719044
4.78,8.049072146815302,-11.208259725239456,2.111745791449753,7.813741361895997
4.79,7.936963795515028,-11.210835130027387,1.911211107055733,-0.2575404787930602
4.8,7.824745839718468,-11.221795579655904,1.6040807759216253,-1.0960449628516846
4.8100000000000005,7.713043554693415,-11.170228502505369,2.389865968632633,5.156707715053533
4.82,7.601911121686145,-11.113243300726992,3.134466628584401,5.698520177837686
4.83,7.490729045582486,-11.11820761036585,2.7220216513150683,-0.49643096388583596
4.84,7.379269699917197,-11.145934566528943,1.9986069603599752,-2.7726956163093703
4.8500000000000005,7.268335733125267,-11.093396679193015,2.7330532673365315,5.25378873359277
4.86,7.157438251259836,-11.089748186543082,2.5298469705553215,0.3648492649932831
4.87,7.047021082876663,-11.041716838317328,3.0997060318293563,4.803134822575371
4.88,6.936712599937047,-11.030848293961625,2.9547160657125833,1.0868544355702718
4.89,6.826511611476134,-11.02009884609133,2.831434246817369,1.0749447870296687
4.9,6.716201709137163,-11.030990233897072,2.3676241991041787,-1.0891387805742976
4.91,6.606531028545184,-10.967068059197889,3.227470622654857,6.3922174699183785
4.92,6.4967366615118864,-10.979436703329766,2.6720503200427466,-1.2368644131876319
4.93,6.388148573884185,-10.858808762770167,4.4250723006737855,12.062794055959827
4.94,6.279192912156748,-10.89556617274369,3.2622910604708704,-3.675740997352388
4.95,6.171100026014672,-10.809288614207576,4.343165641188876,8.627755853611411
4.96,6.063451985529133,-10.764804048553932,4.5465868126106,4.448456565364334
4.97,5.956116513397074,-10.733547213205865,4.494893134846623,3.1256835348067034
4.98,5.849118467053996,-10.699804634307771,4.492495379980416,3.3742578898093245
4.99,5.742450959424909,-10.666750762908663,4.478272413873184,3.3053871399108425
5.0,5.6355336833121905,-10.6917276112719,3.49865816971643,-2.497684836323807
5.01,5.528765639295418,-10.676804401677254,3.3467561395273053,1.4923209594647426
5.0200000000000005,5.423150904324737,-10.561473497068194,4.8928172284051605,11.533090460905903
5.03,5.317161302423655,-10.598960190108228,3.6336359023347695,-3.7486693040033847
5.04,5.212321029461543,-10.484027296211202,5.12379061445803,11.493289389702591
5.05,5.107759185208728,-10.456184425281505,4.913266947280738,2.784287092969821
5.0600000000000005,5.003901008071276,-10.385817713745217,5.445653625805192,7.036671153628803
5.07,4.900077777799093,-10.382323027218263,4.773979777790367,0.3494686526953785
5.08,4.796355864644179,-10.37219131549147,4.324147966447582,1.0131711726792423
5.09,4.693790145723952,-10.256571892022672,5.706465575099502,11.561942346879782
5.1000000000000005,4.591123295662746,-10.266685006120543,4.762060946040597,-1.0113114097872051
5.11,4.489020645797261,-10.210264986548506,5.083095467078833,5.642001957203814
5.12,4.387245463622269,-10.17751821749927,4.955244185199786,3.2746769049235525
5.13,4.2861552915951036,-10.109017202716538,5.443698262815021,6.850101478273013
5.14,4.185823303851536,-10.033198774356718,5.971704936289853,7.581842835982118
5.15,4.0855926940873175,-10.02306097642189,5.316147299219126,1.0137797934828177
5.16,3.9862817667051096,-9.931092738220807,6.1326678281264115,9.196823820108293
